✔️ PR #6 REPLACER - add popular times datasource (bsandi1220),https://github.com/EQWorks/segment_push/pull/6,done,bsandi1220, REPLACER - add popular times datasource
✔️ PR #640 manage - mb partial updates patch w/o full campaign scope (woozyking),https://github.com/EQWorks/overseer/pull/640,done,woozyking, manage - mb partial updates patch w/o full campaign scope
"✔️ PR #8 03 dict, set, while loop, loop controls, json format (woozyking)",https://github.com/EQWorks/python-curriculum/pull/8,done,woozyking," 03 dict, set, while loop, loop controls, json format"
✔️ PR #1 daily finance aggregation (woozyking),https://github.com/EQWorks/smaug/pull/1,done,woozyking, daily finance aggregation
✔️ PR #21 Popular times v2/dynamodb upload (bsandi1220),https://github.com/EQWorks/DeviceCounts/pull/21,done,bsandi1220, Popular times v2/dynamodb upload
👀 PR #28 Shortest path phase2 boxgen (tris-olson),https://github.com/EQWorks/path_builder/pull/28,needs review,tris-olson, Shortest path phase2 boxgen
text,link,state,contributors,text_cleaned
⚠️ PR #55 Age Chart for Ontario (maluhoss)Issue #17 Age breakdown chart (based on design),https://github.com/EQWorks/flaat-dash/pull/55,wip,based on design, Age Chart for Ontario (maluhoss)Issue Age breakdown chart (based on
👀 PR #2 Ip classification (steven-mindswire),https://github.com/EQWorks/hhv2_prod/pull/2,needs review,steven-mindswire, Ip classification
✔️ PR #14 Backwards compatibility/service account (wwwmonsterlam),https://github.com/EQWorks/data-hub/pull/14,done,wwwmonsterlam, Backwards compatibility/service account
✔️ PR #13 Connector/framework (wwwmonsterlam),https://github.com/EQWorks/data-hub/pull/13,done,wwwmonsterlam, Connector/framework
"⚠️ PR #8 gam - multi-read, multi-write process ready for batch (woozyking)",https://github.com/EQWorks/data-hub/pull/8,wip,woozyking," gam - multi-read, multi-write process ready for batch"
👀 PR #42 connectionHub - datetime serialization bugfix (waynezhu6),https://github.com/EQWorks/EnrichData/pull/42,needs review,waynezhu6, connectionHub - datetime serialization bugfix
👀 PR #23 single user server - fix poststart hook due to invalid token (maluhoss),https://github.com/EQWorks/JupyterHub/pull/23,needs review,maluhoss, single user server - fix poststart hook due to invalid token
👀 PR #78 get_audience,https://github.com/EQWorks/locussdk/pull/78,needs review,,
👀 PR #135 add airflow dag file for hhv2 weekly update (QingleiZhang),https://github.com/EQWorks/datapipeline-task/pull/135,needs review,QingleiZhang, add airflow dag file for hhv2 weekly update
⚠️ PR #2 Add work sample solution 1-3 (woozyking),https://github.com/EQWorks/data-analyst-training/pull/2,wip,woozyking, Add work sample solution 1-3
👀 PR #126 VISX/Plotly/D3 exp (DoParkEQ),https://github.com/EQWorks/chart-system/pull/126,needs review,DoParkEQ, VISX/Plotly/D3 exp
✔️ PR #648 geo cohort pacing (eq-ianecc),https://github.com/EQWorks/overseer/pull/648,done,eq-ianecc, geo cohort pacing
✔️ PR #34 New bounding box logic (tris-olson),https://github.com/EQWorks/path_builder/pull/34,done,tris-olson, New bounding box logic
✔️ PR #1 Step fn migration (odesiuz),https://github.com/EQWorks/dev-gtfs/pull/1,done,odesiuz, Step fn migration
⚠️ PR #1 Port - tensorflow playground ts (woozyking),https://github.com/EQWorks/nn-viz/pull/1,wip,woozyking, Port - tensorflow playground ts
text,link,state,contributors,text_cleaned
"✔️ PR #122 data - add Pandas variant, revise instructions, submission in notebooks (woozyking)",https://github.com/EQWorks/ws-problems/pull/122,done,woozyking," data - add Pandas variant, revise instructions, submission in notebooks"
✔️ PR #113 product - re-org tracks and revise problems (woozyking),https://github.com/EQWorks/ws-problems/pull/113,done,woozyking, product - re-org tracks and revise problems
✔️ PR #2 docker - use jupyter/pyspark-notebook image as the base (woozyking),https://github.com/EQWorks/ws-data-spark/pull/2,done,woozyking, docker - use jupyter/pyspark-notebook image as the base
👀 PR #11 Shopify - Endpoints for Online Store section (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/11,needs review,supuntennakoon, Shopify - Endpoints for Online Store section
"👀 PR #5 Added endpoints for Sales channel, MarketingEvent sections (supuntennakoon)",https://github.com/EQWorks/connector-shopify/pull/5,needs review,supuntennakoon," Added endpoints for Sales channel, MarketingEvent sections"
👀 PR #2 Shopify - Endpoints for the Orders section (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/2,needs review,supuntennakoon, Shopify - Endpoints for the Orders section
"👀 PR #10 Shopify - Endpoints for TenderTransaction, Metafield, Plus sections (supuntennakoon)",https://github.com/EQWorks/connector-shopify/pull/10,needs review,supuntennakoon," Shopify - Endpoints for TenderTransaction, Metafield, Plus sections"
👀 PR #9 Shopify - Endpoints for Discounts section (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/9,needs review,supuntennakoon, Shopify - Endpoints for Discounts section
👀 PR #8 Shopify - Endpoints for shopify payments (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/8,needs review,supuntennakoon, Shopify - Endpoints for shopify payments
👀 PR #7 Shopify - Endpoints for Store Properties (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/7,needs review,supuntennakoon, Shopify - Endpoints for Store Properties
👀 PR #6 Shopify - Endpoints for Shipping and fulfillment Section (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/6,needs review,supuntennakoon, Shopify - Endpoints for Shipping and fulfillment Section
✔️ PR #8 demo aoi - update with improve  get_geojson (bsandi1220),https://github.com/EQWorks/notebook-files/pull/8,done,bsandi1220, demo aoi - update with improve get_geojson
✔️ PR #64 get_audience_from_poi_list - align checks with new get_pois (bsandi1220),https://github.com/EQWorks/locussdk/pull/64,done,bsandi1220, get_audience_from_poi_list - align checks with new get_pois
✔️ PR #63 AOI - Improve fetching data (maluhoss),https://github.com/EQWorks/locussdk/pull/63,done,maluhoss, AOI - Improve fetching data
✔️ PR #31 AOI - improve scalability (maluhoss),https://github.com/EQWorks/EnrichData/pull/31,done,maluhoss, AOI - improve scalability
✔️ PR #23 popular-times-v1 - remove API backend (bsandi1220),https://github.com/EQWorks/PopularTimes/pull/23,done,bsandi1220, popular-times-v1 - remove API backend
👀 PR #13 Google analytics 4 connector (supuntennakoon),https://github.com/EQWorks/connector-google-analytics/pull/13,needs review,supuntennakoon, Google analytics 4 connector
✔️ PR #15 07 - interactive visualization (bsandi1220),https://github.com/EQWorks/python-curriculum/pull/15,done,bsandi1220, 07 - interactive visualization
✔️ PR #23 Airflow pipeline/fix tasks dates (bsandi1220),https://github.com/EQWorks/DeviceCounts/pull/23,done,bsandi1220, Airflow pipeline/fix tasks dates
✔️ PR #22 popular times v1 - remove preprocessing from pipeline (bsandi1220),https://github.com/EQWorks/DeviceCounts/pull/22,done,bsandi1220, popular times v1 - remove preprocessing from pipeline
👀 PR #1 restructure and amend doc (QingleiZhang),https://github.com/EQWorks/hhv2_prod/pull/1,needs review,QingleiZhang, restructure and amend doc
⚠️ PR #1 Port - tensorflow playground ts (woozyking),https://github.com/EQWorks/nn-viz/pull/1,wip,woozyking, Port - tensorflow playground ts
👀 PR #12 Bell test final filter (QingleiZhang),https://github.com/EQWorks/cognitive/pull/12,needs review,QingleiZhang, Bell test final filter
👀 PR #11 Bell test data clean (steven-mindswire),https://github.com/EQWorks/cognitive/pull/11,needs review,steven-mindswire, Bell test data clean
✔️ PR #33 small updates to readmes & comments (tris-olson),https://github.com/EQWorks/path_builder/pull/33,done,tris-olson, small updates to readmes & comments
👀 PR #30 update master branch with in-production code (tris-olson),https://github.com/EQWorks/path_builder/pull/30,needs review,tris-olson, update master branch with in-production code
✔️ PR #8 Remove flaged audience (steven-mindswire),https://github.com/EQWorks/segment_push/pull/8,done,steven-mindswire, Remove flaged audience
✔️ PR #7 replace deprecated use_batch_mode with executemany_mode (steven-mindswire),https://github.com/EQWorks/segment_push/pull/7,done,steven-mindswire, replace deprecated use_batch_mode with executemany_mode
👀 PR #3 Commute direction (dshparyk),https://github.com/EQWorks/astral/pull/3,needs review,dshparyk, Commute direction
👀 PR #179 change centroid label algorithm (QingleiZhang),https://github.com/EQWorks/Miner/pull/179,needs review,QingleiZhang, change centroid label algorithm
text,link,state,contributors,text_cleaned
⚠️ PR #17 fix overlapped table borders (kc-leung)Issue #16 Table borderline style overlapped,https://github.com/EQWorks/lumen-table/pull/17,wip,kc-leung, fix overlapped table borders (kc-leung)Issue Table borderline style
⚠️ PR #69 ML Report Map -add legend (geoerika),https://github.com/EQWorks/react-maps/pull/69,wip,geoerika, ML Report Map -add legend
⚠️ PR #68 heatmap example (DoParkEQ),https://github.com/EQWorks/react-maps/pull/68,wip,DoParkEQ, heatmap example
"✔️ PR #67 MlReportMap - add/fix configurations (cursor, tooltip, data-based colour) (geoerika)",https://github.com/EQWorks/react-maps/pull/67,done,geoerika," MlReportMap - add/fix configurations (cursor, tooltip, data-based colour)"
✔️ PR #66 Adjust code to work with poi-manage create poi workflow (geoerika),https://github.com/EQWorks/react-maps/pull/66,done,geoerika, Adjust code to work with poi-manage create poi workflow
✔️ PR #7 Add color variants to button (kc-leung)Issue #6 [REQUEST] Add color variants to button,https://github.com/EQWorks/lumen-ui/pull/7,done,kc-leung, Add color variants to button (kc-leung)Issue Add color variants to
✔️ PR #158 Modal (DoParkEQ),https://github.com/EQWorks/react-labs/pull/158,done,DoParkEQ, Modal
⚠️ PR #126 VISX/Plotly exp (DoParkEQ),https://github.com/EQWorks/chart-system/pull/126,wip,DoParkEQ, VISX/Plotly exp
"👀 PR #74 devops - deps, README, and top-level export revisions (woozyking)",https://github.com/EQWorks/locussdk/pull/74,needs review,woozyking," devops - deps, README, and top-level export revisions"
✔️ PR #68 get_dataset - update get connection hub data (bsandi1220),https://github.com/EQWorks/locussdk/pull/68,done,bsandi1220, get_dataset - update get connection hub data
⚠️ PR #73 dataset/extra - get time zone geometries (woozyking),https://github.com/EQWorks/locussdk/pull/73,wip,woozyking, dataset/extra - get time zone geometries
✔️ PR #72 devops - fix dockerfile (bsandi1220),https://github.com/EQWorks/locussdk/pull/72,done,bsandi1220, devops - fix dockerfile
👀 PR #70 Use export endpoints when getting LOCUS reports (maluhoss),https://github.com/EQWorks/locussdk/pull/70,needs review,maluhoss, Use export endpoints when getting LOCUS reports
✔️ PR #71 AOI - add version when saving file (maluhoss),https://github.com/EQWorks/locussdk/pull/71,done,maluhoss, AOI - add version when saving file
👀 PR #69 Dataset - modify ML routes in getting list of datasets (maluhoss),https://github.com/EQWorks/locussdk/pull/69,needs review,maluhoss, Dataset - modify ML routes in getting list of datasets
✔️ PR #67 get_audience - add limit to number of pois (bsandi1220),https://github.com/EQWorks/locussdk/pull/67,done,bsandi1220, get_audience - add limit to number of pois
👀 PR #946 hub - new s3 connector based direct upload (woozyking),https://github.com/EQWorks/snoke/pull/946,needs review,woozyking, hub - new s3 connector based direct upload
⚠️ PR #939 ml - upgrade ml version + react-query version (hyx131),https://github.com/EQWorks/snoke/pull/939,wip,hyx131, ml - upgrade ml version + react-query version
👀 PR #919 design - change illustrations in home and notebook (YizhiCatherineZhang),https://github.com/EQWorks/snoke/pull/919,needs review,YizhiCatherineZhang, design - change illustrations in home and notebook
✔️ PR #514 docs - deployment slash command (woozyking),https://github.com/EQWorks/firstorder/pull/514,done,woozyking, docs - deployment slash command
✔️ PR #512 devops - docker compose (woozyking),https://github.com/EQWorks/firstorder/pull/512,done,woozyking, devops - docker compose
👀 PR #505 ML Overhaul - Executions + saved queries (kevlabs),https://github.com/EQWorks/firstorder/pull/505,needs review,kevlabs, ML Overhaul - Executions + saved queries
👀 PR #513 Dataset - create new endpoint to get LOCUS report directly (maluhoss),https://github.com/EQWorks/firstorder/pull/513,needs review,maluhoss, Dataset - create new endpoint to get LOCUS report directly
⚠️ PR #511 Create quick query endpoint for notebook (maluhoss),https://github.com/EQWorks/firstorder/pull/511,wip,maluhoss, Create quick query endpoint for notebook
✔️ PR #510 Modify report export endpoints to include reqs from notebook (maluhoss),https://github.com/EQWorks/firstorder/pull/510,done,maluhoss, Modify report export endpoints to include reqs from notebook
✔️ PR #509 Report - List reports based on access + new withData,https://github.com/EQWorks/firstorder/pull/509,done,, Report - List reports based on access + new
✔️ PR #508 dataset - add route to get connection hub datasets (bsandi1220),https://github.com/EQWorks/firstorder/pull/508,done,bsandi1220, dataset - add route to get connection hub datasets
⚠️ PR #38 Report - create new handler to get LOCUS report directly (maluhoss),https://github.com/EQWorks/EnrichData/pull/38,wip,maluhoss, Report - create new handler to get LOCUS report directly
✔️ PR #35 connectionHub - add get connection method (bsandi1220),https://github.com/EQWorks/EnrichData/pull/35,done,bsandi1220, connectionHub - add get connection method
✔️ PR #37 AOI - use geo_id instead of resolution column names (maluhoss),https://github.com/EQWorks/EnrichData/pull/37,done,maluhoss, AOI - use geo_id instead of resolution column names
⚠️ PR #36 Quick Query util (maluhoss),https://github.com/EQWorks/EnrichData/pull/36,wip,maluhoss, Quick Query util
✔️ PR #9 AOI file - adjust column names when getting AOI data (maluhoss),https://github.com/EQWorks/notebook-files/pull/9,done,maluhoss, AOI file - adjust column names when getting AOI data
✔️ PR #643 Insights/GeoCohort - Add new geocohort type (kevlabs),https://github.com/EQWorks/overseer/pull/643,done,kevlabs, Insights/GeoCohort - Add new geocohort type
👀 PR #642 docs - add tunnel instruction for docker local dev option (woozyking),https://github.com/EQWorks/overseer/pull/642,needs review,woozyking, docs - add tunnel instruction for docker local dev option
✔️ PR #641 devops - add containerization with docker-compose (woozyking),https://github.com/EQWorks/overseer/pull/641,done,woozyking, devops - add containerization with docker-compose
✔️ PR #51 Bids History - Support for geo cohorts + refactor (kevlabs),https://github.com/EQWorks/camp-history-writer/pull/51,done,kevlabs, Bids History - Support for geo cohorts + refactor
✔️ PR #50 Features Writer - Add support for multi dimensions (kevlabs),https://github.com/EQWorks/camp-history-writer/pull/50,done,kevlabs, Features Writer - Add support for multi dimensions
👀 PR #846 feature/geo-cohort (eq-ianecc),https://github.com/EQWorks/flash/pull/846,needs review,eq-ianecc, feature/geo-cohort
✔️ PR #845 adserver - support new AUDIT macro (eq-ianecc),https://github.com/EQWorks/flash/pull/845,done,eq-ianecc, adserver - support new AUDIT macro
👀 PR #7 geo cohort fields (eq-ianecc),https://github.com/EQWorks/aws_kinesis/pull/7,needs review,eq-ianecc, geo cohort fields
text,link,state,contributors,text_cleaned
✔️ PR #47 devops - auto documentation generated from docstrings (woozyking),https://github.com/EQWorks/locussdk/pull/47,done,woozyking, devops - auto documentation generated from docstrings
✔️ PR #46 Fix missing reports when retrieving eq datasets (maluhoss),https://github.com/EQWorks/locussdk/pull/46,done,maluhoss, Fix missing reports when retrieving eq datasets
✔️ PR #45 Send readable error if wrong report type provided with eq report (maluhoss),https://github.com/EQWorks/locussdk/pull/45,done,maluhoss, Send readable error if wrong report type provided with eq report
✔️ PR #44 Access hub datasets (maluhoss),https://github.com/EQWorks/locussdk/pull/44,done,maluhoss, Access hub datasets
👀 PR #9 Google analytics supun (wwwmonsterlam),https://github.com/EQWorks/connector-google-analytics/pull/9,needs review,wwwmonsterlam, Google analytics supun
👀 PR #19 Update - Add device capture and export to S3 (mptcloud),https://github.com/EQWorks/DeviceCounts/pull/19,needs review,mptcloud, Update - Add device capture and export to S3
✔️ PR #18 Update - Add SDR to data sources (mptcloud),https://github.com/EQWorks/DeviceCounts/pull/18,done,mptcloud, Update - Add SDR to data sources
⚠️ PR #10 ip/eval meta and ip unary clustering (steven-mindswire),https://github.com/EQWorks/DataEvaluation/pull/10,wip,steven-mindswire, ip/eval meta and ip unary clustering
⚠️ PR #7 03 - data containers and repetitions (woozyking),https://github.com/EQWorks/python-curriculum/pull/7,wip,woozyking, 03 - data containers and repetitions
"✔️ PR #6 02 - logic controls (try/except, assert, extra on bitwise operations) (woozyking)",https://github.com/EQWorks/python-curriculum/pull/6,done,woozyking," 02 - logic controls (try/except, assert, extra on bitwise operations)"
✔️ PR #26 meetings - guideline with link to /notes automation (tlowande),https://github.com/EQWorks/common/pull/26,done,tlowande, meetings - guideline with link to /notes automation
✔️ PR #25 Dev journal - update with asana automations and new journal workflow (hyx131),https://github.com/EQWorks/common/pull/25,done,hyx131, Dev journal - update with asana automations and new journal workflow
"✔️ PR #24 update documentation with bday, demo and notes (tlowande)",https://github.com/EQWorks/common/pull/24,done,tlowande," update documentation with bday, demo and notes"
✔️ PR #23 meetings - update with recent progress of with automation assistance (woozyking),https://github.com/EQWorks/common/pull/23,done,woozyking, meetings - update with recent progress of with automation assistance
✔️ PR #16 journal - remove optional chaining (hyx131),https://github.com/EQWorks/avail-bot/pull/16,done,hyx131, journal - remove optional chaining
✔️ PR #15 Journal/vacay - skip journal process during vacay & fetch for pre-vacay tasks when back (hyx131),https://github.com/EQWorks/avail-bot/pull/15,done,hyx131, Journal/vacay - skip journal process during vacay & fetch for pre-vacay tasks when back
✔️ PR #14 devJournal/name - fix incremental space between name & task length (hyx131),https://github.com/EQWorks/avail-bot/pull/14,done,hyx131, devJournal/name - fix incremental space between name & task length
✔️ PR #10 github - lone repo updates to factor in teams and format by prod category (woozyking),https://github.com/EQWorks/updates/pull/10,done,woozyking, github - lone repo updates to factor in teams and format by prod category
✔️ PR #3 offWeekDaysDurations and support unavailable hours (woozyking),https://github.com/EQWorks/effort/pull/3,done,woozyking, offWeekDaysDurations and support unavailable hours
✔️ PR #68 Bday sign fix multi-bday logic (tlowande),https://github.com/EQWorks/legion/pull/68,done,tlowande, Bday sign fix multi-bday logic
✔️ PR #48 Fix/Vast - Fix date string (kevlabs),https://github.com/EQWorks/camp-history-writer/pull/48,done,kevlabs, Fix/Vast - Fix date string
⚠️ PR #4 Index Job (QingleiZhang),https://github.com/EQWorks/astral/pull/4,wip,QingleiZhang, Index Job
👀 PR #3 Commute direction (dshparyk),https://github.com/EQWorks/astral/pull/3,needs review,dshparyk, Commute direction
⚠️ PR #181 Datasource/sdx (QingleiZhang),https://github.com/EQWorks/Miner/pull/181,wip,QingleiZhang, Datasource/sdx
text,link,state,contributors,text_cleaned
✔️ PR #655 Geocohort insights fsa agg (kevlabs),https://github.com/EQWorks/overseer/pull/655,done,kevlabs, Geocohort insights fsa agg
✔️ PR #654 geo cohort fsa agg (eq-ianecc),https://github.com/EQWorks/overseer/pull/654,done,eq-ianecc, geo cohort fsa agg
✔️ PR #653 Customer/GeoCohort - Geo avail from table (kevlabs),https://github.com/EQWorks/overseer/pull/653,done,kevlabs, Customer/GeoCohort - Geo avail from table
"👀 PR #1823 devops - upgrade build runtime and clean up dev deps, remove outdated tests (woozyking)",https://github.com/EQWorks/overlord/pull/1823,needs review,woozyking," devops - upgrade build runtime and clean up dev deps, remove outdated tests"
✔️ PR #1822 More optimal Geocohort API calls through SWR (woozyking),https://github.com/EQWorks/overlord/pull/1822,done,woozyking, More optimal Geocohort API calls through SWR
✔️ PR #1821 FSA to postal codes transition for map (geoerika),https://github.com/EQWorks/overlord/pull/1821,done,geoerika, FSA to postal codes transition for map
✔️ PR #1813 whitelabels - add new white label creation feature (woozyking),https://github.com/EQWorks/overlord/pull/1813,done,woozyking, whitelabels - add new white label creation feature
👀 PR #1808 geo cohort/reports (DoParkEQ),https://github.com/EQWorks/overlord/pull/1808,needs review,DoParkEQ, geo cohort/reports
✔️ PR #52 GeoCohort/Fix - Export handler (kevlabs),https://github.com/EQWorks/chronos-lambda/pull/52,done,kevlabs, GeoCohort/Fix - Export handler
✔️ PR #50 GeoCohortAvail - Implement lambda (kevlabs),https://github.com/EQWorks/chronos-lambda/pull/50,done,kevlabs, GeoCohortAvail - Implement lambda
"✔️ PR #51 GeoCohortAvail/devops - resolve npm registry sources, pin down node 12.x (woozyking)",https://github.com/EQWorks/chronos-lambda/pull/51,done,woozyking," GeoCohortAvail/devops - resolve npm registry sources, pin down node 12.x"
✔️ PR #52 Athena - Modularize + GeoCohort Codes (kevlabs),https://github.com/EQWorks/camp-history-writer/pull/52,done,kevlabs, Athena - Modularize + GeoCohort Codes
👀 PR #57 devops - CI revisions (woozyking),https://github.com/EQWorks/keywarden/pull/57,needs review,woozyking, devops - CI revisions
✔️ PR #56 jwt/long-lasting-jwt (waynezhu6),https://github.com/EQWorks/keywarden/pull/56,done,waynezhu6, jwt/long-lasting-jwt
✔️ PR #93 devops - automate release notes updating process (hyx131),https://github.com/EQWorks/ml-ui/pull/93,done,hyx131, devops - automate release notes updating process
✔️ PR #92 Columns/alias (hyx131),https://github.com/EQWorks/ml-ui/pull/92,done,hyx131, Columns/alias
✔️ PR #91 UI/enhancements (hyx131),https://github.com/EQWorks/ml-ui/pull/91,done,hyx131, UI/enhancements
✔️ PR #90 Nav/execution (hyx131),https://github.com/EQWorks/ml-ui/pull/90,done,hyx131, Nav/execution
✔️ PR #20 10 raw html (woozyking),https://github.com/EQWorks/python-curriculum/pull/20,done,woozyking, 10 raw html
✔️ PR #19 10 - bridging web ui to notebook (divyselva),https://github.com/EQWorks/python-curriculum/pull/19,done,divyselva, 10 - bridging web ui to notebook
"⚠️ PR #73 Get zoom, bbox (geoerika)",https://github.com/EQWorks/react-maps/pull/73,wip,geoerika," Get zoom, bbox"
✔️ PR #2 projects - add Geo Cohort project/team (woozyking),https://github.com/EQWorks/kb/pull/2,done,woozyking, projects - add Geo Cohort project/team
✔️ PR #21 Incorporate lumen-ui theme (kc-leung)Issue #20 Incorporate lumen UI theme to table,https://github.com/EQWorks/lumen-table/pull/21,done,kc-leung, Incorporate lumen-ui theme (kc-leung)Issue Incorporate lumen UI theme to
👀 PR #956 ql - upgrade package with v1.1.0 release (hyx131),https://github.com/EQWorks/snoke/pull/956,needs review,hyx131, ql - upgrade package with v1.1.0 release
✔️ PR #955 devops - upgrade build dev deps and babel config (woozyking),https://github.com/EQWorks/snoke/pull/955,done,woozyking, devops - upgrade build dev deps and babel config
⚠️ PR #15 New table/oauth info (wwwmonsterlam),https://github.com/EQWorks/data-hub/pull/15,wip,wwwmonsterlam, New table/oauth info
✔️ PR #531 QL/Expression - Add support for column aliases (kevlabs),https://github.com/EQWorks/firstorder/pull/531,done,kevlabs, QL/Expression - Add support for column aliases
✔️ PR #530 Dataset - get marketplace layers (maluhoss),https://github.com/EQWorks/firstorder/pull/530,done,maluhoss, Dataset - get marketplace layers
👀 PR #81 Dataset - get Marketplace layers (maluhoss),https://github.com/EQWorks/locussdk/pull/81,needs review,maluhoss, Dataset - get Marketplace layers
👀 PR #80 Devops - add automated testing for demo notebooks on release (waynezhu6),https://github.com/EQWorks/locussdk/pull/80,needs review,waynezhu6, Devops - add automated testing for demo notebooks on release
👀 PR #47 Get Marketplace Layers (maluhoss),https://github.com/EQWorks/EnrichData/pull/47,needs review,maluhoss, Get Marketplace Layers
👀 PR #1 port - tensorflow playground simulation logic/controls (woozyking),https://github.com/EQWorks/nn-viz/pull/1,needs review,woozyking, port - tensorflow playground simulation logic/controls
text,link,state,contributors,text_cleaned
✔️ PR #17 09 - set operations (bsandi1220),https://github.com/EQWorks/python-curriculum/pull/17,done,bsandi1220, 09 - set operations
⚠️ PR #70 Geo Cohort Map - create geojson map; data-based colour fill & elevation; tooltip; multiple legends; highlightObj (geoerika),https://github.com/EQWorks/react-maps/pull/70,wip,geoerika, Geo Cohort Map - create geojson map; data-based colour fill & elevation; tooltip; multiple legends; highlightObj
✔️ PR #17 fix overlapped table borders (kc-leung)Issue #16 Table borderline style overlapped,https://github.com/EQWorks/lumen-table/pull/17,done,kc-leung, fix overlapped table borders (kc-leung)Issue Table borderline style
⚠️ PR #126 VISX/Plotly exp (DoParkEQ),https://github.com/EQWorks/chart-system/pull/126,wip,DoParkEQ, VISX/Plotly exp
✔️ PR #948 marketplace filter selection (DoParkEQ),https://github.com/EQWorks/snoke/pull/948,done,DoParkEQ, marketplace filter selection
"👀 PR #10 Stripe - Endpoints for the Sigma, Reporting, webhooks sections (supuntennakoon)",https://github.com/EQWorks/connector-stripe/pull/10,needs review,supuntennakoon," Stripe - Endpoints for the Sigma, Reporting, webhooks sections"
👀 PR #5 Stripe - Endpoints for the Connect (supuntennakoon),https://github.com/EQWorks/connector-stripe/pull/5,needs review,supuntennakoon, Stripe - Endpoints for the Connect
👀 PR #9 Stripe - Endpoints for the Orders section (supuntennakoon),https://github.com/EQWorks/connector-stripe/pull/9,needs review,supuntennakoon, Stripe - Endpoints for the Orders section
👀 PR #8 Stripe - Endpoints for the Terminal section (supuntennakoon),https://github.com/EQWorks/connector-stripe/pull/8,needs review,supuntennakoon, Stripe - Endpoints for the Terminal section
👀 PR #7 Stripe - Endpoints for the Issuing section (supuntennakoon),https://github.com/EQWorks/connector-stripe/pull/7,needs review,supuntennakoon, Stripe - Endpoints for the Issuing section
👀 PR #6 Stripe - Endpoints for the Fraud section (supuntennakoon),https://github.com/EQWorks/connector-stripe/pull/6,needs review,supuntennakoon, Stripe - Endpoints for the Fraud section
👀 PR #4 Stripe - Endpoints for the Billing (supuntennakoon),https://github.com/EQWorks/connector-stripe/pull/4,needs review,supuntennakoon, Stripe - Endpoints for the Billing
✔️ PR #3 Stripe- Endpoints for the payment methods and checkouts (supuntennakoon),https://github.com/EQWorks/connector-stripe/pull/3,done,supuntennakoon, Stripe- Endpoints for the payment methods and checkouts
✔️ PR #2 Stripe - Endpoints for the core resources (supuntennakoon),https://github.com/EQWorks/connector-stripe/pull/2,done,supuntennakoon, Stripe - Endpoints for the core resources
✔️ PR #41 segment - import new crypt class (bsandi1220),https://github.com/EQWorks/EnrichData/pull/41,done,bsandi1220, segment - import new crypt class
✔️ PR #40 Devops - fix serverless (maluhoss),https://github.com/EQWorks/EnrichData/pull/40,done,maluhoss, Devops - fix serverless
✔️ PR #522 QL/Layers - Fix PG default schema (kevlabs),https://github.com/EQWorks/firstorder/pull/522,done,kevlabs, QL/Layers - Fix PG default schema
👀 PR #78 get_audience,https://github.com/EQWorks/locussdk/pull/78,needs review,,
✔️ PR #77 docker image - update steps (bsandi1220),https://github.com/EQWorks/locussdk/pull/77,done,bsandi1220, docker image - update steps
✔️ PR #76 cli - add locus get command for LOCUS API requests (woozyking),https://github.com/EQWorks/locussdk/pull/76,done,woozyking, cli - add locus get command for LOCUS API requests
✔️ PR #22 devops - add dockerfile of hub image (bsandi1220),https://github.com/EQWorks/JupyterHub/pull/22,done,bsandi1220, devops - add dockerfile of hub image
✔️ PR #21 devops - update notebook image (bsandi1220),https://github.com/EQWorks/JupyterHub/pull/21,done,bsandi1220, devops - update notebook image
⚠️ PR #49 Heatmap (tlowande),https://github.com/EQWorks/flaat-dash/pull/49,wip,tlowande, Heatmap
✔️ PR #1811 geo cohort pacing (eq-ianecc),https://github.com/EQWorks/overlord/pull/1811,done,eq-ianecc, geo cohort pacing
✔️ PR #1809 camp manage - geo cohort (eq-ianecc),https://github.com/EQWorks/overlord/pull/1809,done,eq-ianecc, camp manage - geo cohort
✔️ PR #847 publisher simple blocking (eq-ianecc),https://github.com/EQWorks/flash/pull/847,done,eq-ianecc, publisher simple blocking
✔️ PR #846 feature/geo-cohort (eq-ianecc),https://github.com/EQWorks/flash/pull/846,done,eq-ianecc, feature/geo-cohort
✔️ PR #648 geo cohort pacing (eq-ianecc),https://github.com/EQWorks/overseer/pull/648,done,eq-ianecc, geo cohort pacing
⚠️ PR #1 Port - tensorflow playground ts (woozyking),https://github.com/EQWorks/nn-viz/pull/1,wip,woozyking, Port - tensorflow playground ts
text,link,state,contributors,text_cleaned
⚠️ PR #87 Ezpz (hyx131),https://github.com/EQWorks/ml-ui/pull/87,wip,hyx131, Ezpz
✔️ PR #86 Ezpz widgets (tlowande),https://github.com/EQWorks/ml-ui/pull/86,done,tlowande, Ezpz widgets
⚠️ PR #85 Add map widget (geoerika),https://github.com/EQWorks/ml-ui/pull/85,wip,geoerika, Add map widget
⚠️ PR #70 Saved queries (hyx131),https://github.com/EQWorks/ml-ui/pull/70,wip,hyx131, Saved queries
